"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date","PopDensity","Poverty_Estimate","Poverty_Percent","Median_Household_Income","State","Pop_Estimate","Rural_urban_Continuum_Code_2013","Urban_Influence_Code_2013","Total_age65plus","PopDensity_per_square_mile_of_land_area","HouseDensity.per.square.mile.of.land.area","ICU_Beds","elder_ratio","new_casesrate","PopCode"
"17923","Trinity",2,0,0,0,"2020-06-25",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17924","Trinity",2,0,0,0,"2020-06-26",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17925","Trinity",2,0,0,0,"2020-06-27",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17926","Trinity",2,0,0,0,"2020-06-28",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17927","Trinity",2,0,0,0,"2020-06-29",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17928","Trinity",2,0,0,0,"2020-06-30",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17929","Trinity",2,0,0,0,"2020-07-01",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17930","Trinity",2,0,0,0,"2020-07-02",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17931","Trinity",2,0,0,0,"2020-07-03",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17932","Trinity",2,0,0,0,"2020-07-04",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17933","Trinity",36,0,6,0,"2020-11-03",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,4.78659752692461,"0"
"17934","Trinity",37,0,1,0,"2020-11-04",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17935","Trinity",41,0,4,0,"2020-11-05",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"17936","Trinity",41,0,0,0,"2020-11-06",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17937","Trinity",42,0,1,0,"2020-11-07",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17938","Trinity",46,0,4,0,"2020-11-08",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"17939","Trinity",46,0,0,0,"2020-11-09",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17940","Trinity",62,0,16,0,"2020-11-10",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,12.764260071799,"0"
"17941","Trinity",62,0,0,0,"2020-11-11",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17942","Trinity",62,0,0,0,"2020-11-12",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17943","Trinity",64,0,2,0,"2020-11-13",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17944","Trinity",67,0,3,0,"2020-11-14",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"17945","Trinity",67,0,0,0,"2020-11-15",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17946","Trinity",67,0,0,0,"2020-11-16",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17947","Trinity",83,0,16,0,"2020-11-17",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,12.764260071799,"0"
"17948","Trinity",95,0,12,0,"2020-11-18",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,9.57319505384922,"0"
"17949","Trinity",97,0,2,0,"2020-11-19",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17950","Trinity",102,0,5,0,"2020-11-20",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.98883127243718,"0"
"17951","Trinity",110,0,8,0,"2020-11-21",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,6.38213003589948,"0"
"17952","Trinity",114,0,4,0,"2020-11-22",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"17953","Trinity",120,0,6,0,"2020-11-23",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,4.78659752692461,"0"
"17954","Trinity",129,0,9,0,"2020-11-24",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,7.17989629038692,"0"
"17955","Trinity",135,0,6,0,"2020-11-25",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,4.78659752692461,"0"
"17956","Trinity",139,0,4,0,"2020-11-26",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"17957","Trinity",151,0,12,0,"2020-11-27",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,9.57319505384922,"0"
"17958","Trinity",157,0,6,0,"2020-11-28",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,4.78659752692461,"0"
"17959","Trinity",159,0,2,0,"2020-11-29",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17960","Trinity",162,0,3,0,"2020-11-30",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"17961","Trinity",165,0,3,0,"2020-12-01",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"17962","Trinity",165,0,0,0,"2020-12-02",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17963","Trinity",166,0,1,0,"2020-12-03",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17964","Trinity",172,0,6,0,"2020-12-04",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,4.78659752692461,"0"
"17965","Trinity",177,0,5,0,"2020-12-05",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.98883127243718,"0"
"17966","Trinity",181,0,4,0,"2020-12-06",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"17967","Trinity",194,1,13,1,"2020-12-07",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,10.3709613083367,"0"
"17968","Trinity",198,1,4,0,"2020-12-08",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"17969","Trinity",199,1,1,0,"2020-12-09",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17970","Trinity",202,1,3,0,"2020-12-10",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"17971","Trinity",204,1,2,0,"2020-12-11",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17972","Trinity",204,1,0,0,"2020-12-12",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17973","Trinity",204,1,0,0,"2020-12-13",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17974","Trinity",205,1,1,0,"2020-12-14",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17975","Trinity",213,2,8,1,"2020-12-15",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,6.38213003589948,"0"
"17976","Trinity",212,2,-1,0,"2020-12-16",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"17977","Trinity",213,2,1,0,"2020-12-17",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17978","Trinity",215,2,2,0,"2020-12-18",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17979","Trinity",8,0,0,0,"2020-08-20",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17980","Trinity",8,0,0,0,"2020-08-21",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17981","Trinity",8,0,0,0,"2020-08-22",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17982","Trinity",10,0,2,0,"2020-08-23",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17983","Trinity",10,0,0,0,"2020-08-24",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17984","Trinity",10,0,0,0,"2020-08-25",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17985","Trinity",10,0,0,0,"2020-08-26",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17986","Trinity",11,0,1,0,"2020-08-27",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"17987","Trinity",11,0,0,0,"2020-08-28",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17988","Trinity",11,0,0,0,"2020-08-29",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17989","Trinity",13,0,2,0,"2020-08-30",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"17990","Trinity",13,0,0,0,"2020-08-31",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17991","Trinity",13,0,0,0,"2020-09-01",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17992","Trinity",13,0,0,0,"2020-09-02",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17993","Trinity",13,0,0,0,"2020-09-03",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17994","Trinity",13,0,0,0,"2020-09-04",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17995","Trinity",13,0,0,0,"2020-09-05",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17996","Trinity",13,0,0,0,"2020-09-06",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17997","Trinity",13,0,0,0,"2020-09-07",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17998","Trinity",13,0,0,0,"2020-09-08",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"17999","Trinity",14,0,1,0,"2020-09-09",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18000","Trinity",15,0,1,0,"2020-09-10",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18001","Trinity",16,0,1,0,"2020-09-11",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18002","Trinity",15,0,-1,0,"2020-09-12",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18003","Trinity",14,0,-1,0,"2020-09-13",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18004","Trinity",14,0,0,0,"2020-09-14",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18005","Trinity",261,4,1,0,"2021-01-14",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18006","Trinity",262,4,1,0,"2021-01-15",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18007","Trinity",261,4,-1,0,"2021-01-16",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18008","Trinity",261,4,0,0,"2021-01-17",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18009","Trinity",260,4,-1,0,"2021-01-18",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18010","Trinity",260,4,0,0,"2021-01-19",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18011","Trinity",260,4,0,0,"2021-01-20",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18012","Trinity",261,4,1,0,"2021-01-21",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18013","Trinity",263,4,2,0,"2021-01-22",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18014","Trinity",262,4,-1,0,"2021-01-23",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18015","Trinity",262,4,0,0,"2021-01-24",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18016","Trinity",262,5,0,1,"2021-01-25",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18017","Trinity",260,5,-2,0,"2021-01-26",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-1.59553250897487,"0"
"18018","Trinity",260,5,0,0,"2021-01-27",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18019","Trinity",260,5,0,0,"2021-01-28",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18020","Trinity",260,5,0,0,"2021-01-29",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18021","Trinity",259,5,-1,0,"2021-01-30",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18022","Trinity",260,5,1,0,"2021-01-31",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18023","Trinity",260,5,0,0,"2021-02-01",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18024","Trinity",260,5,0,0,"2021-02-02",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18025","Trinity",260,5,0,0,"2021-02-03",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18026","Trinity",260,5,0,0,"2021-02-04",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18027","Trinity",260,5,0,0,"2021-02-05",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18028","Trinity",25,0,0,0,"2020-10-08",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18029","Trinity",25,0,0,0,"2020-10-09",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18030","Trinity",19,0,-6,0,"2020-10-10",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-4.78659752692461,"0"
"18031","Trinity",19,0,0,0,"2020-10-11",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18032","Trinity",19,0,0,0,"2020-10-12",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18033","Trinity",19,0,0,0,"2020-10-13",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18034","Trinity",20,0,1,0,"2020-10-14",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18035","Trinity",20,0,0,0,"2020-10-15",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18036","Trinity",20,0,0,0,"2020-10-16",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18037","Trinity",20,0,0,0,"2020-10-17",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18038","Trinity",20,0,0,0,"2020-10-18",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18039","Trinity",23,0,3,0,"2020-10-19",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"18040","Trinity",25,0,2,0,"2020-10-20",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18041","Trinity",25,0,0,0,"2020-10-21",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18042","Trinity",26,0,1,0,"2020-10-22",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18043","Trinity",26,0,0,0,"2020-10-23",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18044","Trinity",25,0,-1,0,"2020-10-24",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-0.797766254487435,"0"
"18045","Trinity",26,0,1,0,"2020-10-25",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18046","Trinity",26,0,0,0,"2020-10-26",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18047","Trinity",28,0,2,0,"2020-10-27",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18048","Trinity",28,0,0,0,"2020-10-28",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18049","Trinity",28,0,0,0,"2020-10-29",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18050","Trinity",29,0,1,0,"2020-10-30",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18051","Trinity",30,0,1,0,"2020-10-31",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18052","Trinity",30,0,0,0,"2020-11-01",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18053","Trinity",30,0,0,0,"2020-11-02",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18054","Trinity",237,2,1,0,"2020-12-26",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18055","Trinity",240,2,3,0,"2020-12-27",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"18056","Trinity",240,3,0,1,"2020-12-28",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18057","Trinity",241,4,1,1,"2020-12-29",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18058","Trinity",250,4,9,0,"2020-12-30",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,7.17989629038692,"0"
"18059","Trinity",241,4,-9,0,"2020-12-31",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,-7.17989629038692,"0"
"18060","Trinity",219,2,4,0,"2020-12-19",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.19106501794974,"0"
"18061","Trinity",221,2,2,0,"2020-12-20",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18062","Trinity",226,2,5,0,"2020-12-21",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.98883127243718,"0"
"18063","Trinity",231,2,5,0,"2020-12-22",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.98883127243718,"0"
"18064","Trinity",234,2,3,0,"2020-12-23",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"18065","Trinity",235,2,1,0,"2020-12-24",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18066","Trinity",236,2,1,0,"2020-12-25",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18067","Trinity",247,4,0,0,"2021-01-08",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18068","Trinity",252,4,5,0,"2021-01-09",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.98883127243718,"0"
"18069","Trinity",253,4,1,0,"2021-01-10",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18070","Trinity",256,4,3,0,"2021-01-11",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"18071","Trinity",258,4,2,0,"2021-01-12",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18072","Trinity",260,4,2,0,"2021-01-13",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18073","Trinity",243,4,2,0,"2021-01-01",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18074","Trinity",243,4,0,0,"2021-01-02",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18075","Trinity",243,4,0,0,"2021-01-03",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18076","Trinity",245,4,2,0,"2021-01-04",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18077","Trinity",246,4,1,0,"2021-01-05",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18078","Trinity",246,4,0,0,"2021-01-06",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18079","Trinity",247,4,1,0,"2021-01-07",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18080","Trinity",275,5,1,0,"2021-02-16",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18081","Trinity",277,5,2,0,"2021-02-17",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18082","Trinity",282,5,5,0,"2021-02-18",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,3.98883127243718,"0"
"18083","Trinity",263,5,3,0,"2021-02-06",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,2.39329876346231,"0"
"18084","Trinity",264,5,1,0,"2021-02-07",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0.797766254487435,"0"
"18085","Trinity",266,5,2,0,"2021-02-08",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
"18086","Trinity",266,5,0,0,"2021-02-09",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,0,"0"
"18087","Trinity",268,5,2,0,"2021-02-10",1.562009465,1986,16.5,43881,"CA",12535,"8","6",3420,4.3,2.7,0,0.272836059034703,1.59553250897487,"0"
